Cap_do,Cap_up
"0,4194","0,946"
"0,4152","0,1072"
"0,0873","1,0216"
"0,2424","0,9401"
"0,3","0,768"
"0,0644","1,0872"
"0,2232","1,1871"
"0,2754","1,2438"
"0,177","1,0712"
"0,195","0,0678"
"0,109","0,0226"
"0,0228","0,2034"
"0,0786","0,2034"
"0,0352","0,226"
"0,138","0,0452"
"0,189","0,0226"
"0,2233","0,1356"
"0,2736","0,113"
"0,2821","0,0904"
"0,1964","0,9234"
"0,503","0,519"
"0,47","0,2058"
"0,5103","0,1978"
"0,2802","0,4196"
"0,411","1,049"
"0,12","0,2398"
"0,0812","1,0386"
"0,112","0,3744"
"0,1575","0,4952"
"0,1056","1,0072"
"0,1215","0,1259"
"0,257","0,3486"
"0,441","0,5815"
"0,1932","0,0678"
"0,1971","0,226"
"0,1841","0,0226"
"0,2488","0,226"
"0,3303","0,226"
"0,2275","0,226"
"0,1505","0,1356"
"0,1624","0,1582"
"0,238","0,1808"
"0,4053","0,0226"
"0,351","0,6894"
"0,1563","0,3279"
"0,4872","0,5712"
"0,4707","0,7792"
"0,5769","1,201"
"0,2844","0,3663"
"0,1813","0,671"
"0,1165","0,4143"
"0,1547","0,5732"
"0,0228","0,5732"
"0,0876","1,1136"
"0,028","0,2784"
"0,0771","1,391"
"0,2114","0,1314"
"0,0382","0,1356"
"0,0666","0,2034"
"0,156","0,1582"
"0,2034","0,0452"
"0,1195","0,1356"
"0,031","0,226"
"0,263","0,2034"
"0,0699","0,0678"
"0,1422","0,1808"
"0,391","0,113"
"0,1708","0,1818"
"0,1592","0,843"
"0,2405","0,091"
"0,3192","0,429"
"0,141","0,4722"
"0,0534","0,6336"
"0,1401","0,858"
"0,332","0,7976"
"0,2241","0,428"
"0,1644","1,047"
"0,0321","0,5235"
"0,0952","0,763"
"0,1412","0,186"
"0,1476","0,5424"
"0,2457","0,113"
"0,1452","0,1808"
"0,1878","0,113"
"0,0572","0,1356"
"0,0645","0,0452"
"0,1617","0,226"
"0,1435","0,1356"
"0,269","0,226"
"0,0933","0,2034"
"0,2443","0,0226"
"0,4","0,716"
"0,2922","0,0842"
"0,409","0,774"
"0,3592","0,2397"
"0,6208","0,329"
"0,3728","0,2804"
"0,2405","0,4746"
"0,114","0,3064"
"0,2471","0,466"
"0,2925","0,5838"
"0,1205","1,016"
"0,094","0,1036"
"0,2295","0,8448"
"0,0452","0,1056"
"0,0702","0,113"
"0,154","0,1356"
"0,1519","0,0226"
"0,1435","0,2034"
"0,0993","0,0452"
"0,258","0,1582"
"0,1384","0,1356"
"0,439","0,0904"
"0,0371","0,1808"
"0,1128","0,0452"
"0,1825","0,1572"
"0,54","0,2828"
"0,1215","0,352"
"0,34","0,0796"
"0,1944","0,348"
"0,1052","0,27"
"0,196","0,09"
"0,1185","0,0932"
"0,139","0,1906"
"0,2133","0,2799"
"0,0465","0,7236"
"0,132","0,44"
"0,337","0,581"
"0,285","0,403"
"0,166","0,1582"
"0,0708","0,2034"
"0,0502","0,0452"
"0,2065","0,1808"
"0,0866","0,0904"
"0,0699","0,113"
"0,1995","0,1356"
"0,076","0,1582"
"0,0639","0,0904"
"0,059","0,0452"
"0,3801","0,627"
"0,416","0,1044"
"0,3775","0,7077"
"0,1046","0,8864"
"0,767","0,6475"
"0,4284","0,4164"
"0,1757","0,678"
"0,268","0,2712"
"0,1862","1,402"
"0,189","1,422"
"0,128","0,1413"
"0,0546","1,343"
"0,1188","1,324"
"0,0307","0,7944"
"0,2403","0,226"
"0,0904","0,226"
"0,289","0,1808"
"0,0431","0,0452"
"0,0742","0,2034"
"0,204","0,0226"
"0,0273","0,113"
"0,135","0,0904"
"0,2115","0,1582"
"0,113","0,0226"
"0,0688","0,9786"
"0,2544","0,3843"
"0,5562","0,6576"
"0,5224","0,6006"
"0,6966","0,3024"
"0,614","0,66"
"0,176","1,0216"
"0,0933","1,1008"
"0,3051","1,453"
"0,217","0,1494"
"0,1404","1,514"
"0,1088","0,5764"
"0,1878","1,1528"
"0,333","0,432"
"0,2328","0,1582"
"0,0231","0,0226"
"0,1065","0,0452"
"0,0972","0,0226"
"0,0952","0,113"
"0,0283","0,0678"
"0,306","0,1808"
"0,3276","0,113"
"0,1144","0,0678"
"0,0594","0,1582"
"0,0595","0,8505"
"0,0576","0,4608"
"0,2091","0,4112"
"0,895","0,858"
"0,5184","0,6462"
"0,2172","1,169"
"0,253","0,2332"
"0,0622","0,596"
"0,2016","1,1844"
"0,1883","0,9212"
"0,0699","0,9933"
"0,057","1,222"
"0,4743","0,4888"
"0,1464","0,4185"
"0,1308","0,0452"
"0,144","0,1808"
"0,2007","0,113"
"0,0291","0,0678"
"0,1116","0,0452"
"0,1624","0,0904"
"0,063","0,1356"
"0,1638","0,2034"
"0,0266","0,2034"
"0,2124","0,0226"
"0,146","0,4952"
"0,1665","0,2118"
"0,455","0,3414"
"0,1022","0,4833"
"0,2569","0,712"
"0,0882","0,2229"
"0,2817","0,4458"
"0,208","0,2936"
"0,1044","0,6678"
"0,2448","0,1484"
"0,1446","0,1552"
"0,0652","0,776"
"0,125","0,5432"
"0,0789","0,0827"
"0,1215","0,1808"
"0,1848","0,1808"
"0,141","0,0678"
"0,0696","0,0226"
"0,1686","0,1808"
"0,1064","0,1808"
"0,237","0,1808"
"0,0909","0,0226"
"0,1813","0,2034"
"0,1436","0,0452"
"0,0432","0,8856"
"0,1851","0,2134"
"0,1905","1,077"
"0,1905","0,2745"
"0,3752","1,049"
"0,3015","0,2188"
"0,2826","0,245"
"0,2118","0,58"
"0,422","0,1055"
"0,3336","0,4572"
"0,2272","1,0485"
"0,2832","0,3726"
"0,0482","0,1193"
"0,0728","0,7206"
"0,1197","0,0904"
"0,2088","0,0678"
"0,059","0,113"
"0,3141","0,113"
"0,167","0,1356"
"0,1165","0,1582"
"0,0512","0,226"
"0,2712","0,226"
"0,2187","0,0452"
"0,092","0,0904"
"0,1662","0,1892"
"0,1785","0,4725"
"0,1856","0,6102"
"0,0494","0,5105"
"0,2388","0,2182"
"0,4023","1,118"
"0,27","0,9184"
"0,0341","0,2446"
"0,3108","0,3279"
"0,084","0,8554"
"0,046","0,78"
"0,1368","0,528"
"0,0227","0,8925"
"0,0354","0,9864"
"0,2208","0,1808"
"0,1464","0,1582"
"0,3668","0,0678"
"0,0338","0,113"
"0,1188","0,0678"
"0,423","0,0226"
"0,1984","0,226"
"0,1652","0,226"
"0,0564","0,226"
"0,1428","0,2034"
"0,091","1,148"
"0,1468","0,61"
"0,181","1,267"
"0,2496","0,8554"
"0,279","0,8008"
"0,3164","0,9888"
"0,2528","0,6395"
"0,0267","1,334"
"0,0714","1,0992"
"0,264","1,2627"
"0,1056","0,9093"
"0,1604","0,3768"
"0,343","0,1275"
"0,2288","1,1655"
"0,2466","0,0452"
"0,244","0,113"
"0,1965","0,2034"
"0,3136","0,226"
"0,296","0,0226"
"0,0723","0,226"
"0,0234","0,1356"
"0,0564","0,2034"
"0,2493","0,0226"
"0,0283","0,0226"
"0,1625","0,9042"
"0,1716","1,278"
"0,3376","0,1055"
"0,597","0,7878"
"0,2466","0,1476"
"0,224","0,1248"
"0,55","0,3882"
"0,0247","0,6108"
"0,1876","0,2944"
"0,2478","1,537"
"0,2224","0,2986"
"0,0394","1,0458"
"0,404","0,666"
"0,618","1,0832"
"0,1452","0,1356"
"0,192","0,226"
"0,153","0,0678"
"0,0894","0,0678"
"0,4228","0,0226"
"0,1132","0,113"
"0,0262","0,2034"
"0,1004","0,1356"
"0,29","0,0226"
"0,0795","0,0904"
"0,0269","1,2572"
"0,2644","1,52"
"0,5364","0,281"
"0,5643","1,487"
"0,305","0,667"
"0,1582","0,1319"
"0,3843","0,7295"
"0,0645","0,7665"
"0,2556","1,0206"
"0,1652","1,4176"
"0,0795","0,36"
"0,063","1,739"
"0,351","1,5435"
"0,192","0,7076"
"0,1842","0,0226"
"0,0226","0,0452"
"0,0243","0,1808"
"0,1155","0,1356"
"0,0408","0,0904"
"0,235","0,0678"
"0,0711","0,2034"
"0,1864","0,0452"
"0,27","0,1356"
"0,144","0,0226"
"0,354","0,4172"
"0,2796","0,4776"
"0,402","0,1767"
"0,505","0,923"
"0,0972","0,3552"
"0,159","0,193"
"0,0682","1,006"
"0,118","0,3375"
"0,1555","1,122"
"0,1044","0,3375"
"0,22","0,7875"
"0,1952","0,2164"
"0,2792","0,7714"
"0,2177","0,8208"
"0,0372","0,1582"
"0,1326","0,0226"
"0,0283","0,0452"
"0,0706","0,0452"
"0,1694","0,2034"
"0,0999","0,1356"
"0,0301","0,1808"
"0,1659","0,0904"
"0,1863","0,0452"
"0,267","0,0452"
"0,319","0,365"
"0,0872","0,6705"
"0,187","0,2136"
"0,1623","0,663"
"0,3546","0,0675"
"0,0315","0,5229"
"0,033","0,373"
"0,193","0,678"
"0,162","0,2325"
"0,0225","0,7839"
"0,13","0,0871"
"0,228","0,3484"
"0,1095","0,435"
"0,305","0,5022"
"0,2107","0,1356"
"0,0223","0,1582"
"0,0448","0,2034"
"0,1575","0,226"
"0,1808","0,0904"
"0,322","0,0678"
"0,0272","0,113"
"0,2288","0,1356"
"0,1225","0,2034"
"0,2075","0,0678"
"0,5445","0,0601"
"0,4734","0,3738"
"0,2544","0,4368"
"0,032","0,7335"
"0,0391","0,459"
"0,0386","0,2274"
"0,087","0,4536"
"0,2154","0,077"
"0,294","0,0872"
"0,1452","0,0907"
"0,052","0,3628"
"0,2115","0,907"
"0,1603","0,0907"
"0,087","0,6872"
"0,315","0,113"
"0,0848","0,113"
"0,1701","0,0678"
"0,224","0,2034"
"0,1998","0,0678"
"0,1315","0,226"
"0,125","0,0452"
"0,1422","0,0226"
"0,2152","0,2034"
"0,2","0,2034"
"0,2728","0,7392"
"0,4653","0,3404"
"0,7056","0,7506"
"0,2502","0,322"
"0,1518","0,2544"
"0,249","0,455"
"0,1668","0,5994"
"0,1585","0,1998"
"0,0554","0,2182"
"0,0723","0,2324"
"0,1784","0,1162"
"0,0693","0,1162"
"0,114","1,162"
"0,0257","0,912"
"0,292","0,0226"
"0,1648","0,0452"
"0,1768","0,1356"
"0,2144","0,1582"
"0,0384","0,113"
"0,0235","0,0226"
"0,0227","0,0904"
"0,1547","0,0678"
"0,2336","0,113"
"0,283","0,0226"
"0,034","1,4256"
"0,5726","1,279"
"0,0905","0,2404"
"0,1696","1,284"
"0,2708","0,1379"
"0,4194","0,8922"
"0,4203","0,303"
"0,0912","1,2753"
"0,0776","1,4193"
"0,1688","0,8515"
"0,113","0,1731"
"0,0626","0,5001"
"0,0574","0,3068"
"0,4428","1,552"
"0,3144","0,1356"
"0,2196","0,0904"
"0,5796","0,2034"
"0,2871","0,226"
"0,0814","0,1582"
"0,2254","0,0904"
"0,0285","0,0452"
"0,1125","0,0678"
"0,063","0,1808"
"0,34","0,0904"
"0,5256","1,1488"
"0,5248","1,274"
"0,0634","0,2904"
"0,2196","1,2573"
"0,056","0,1386"
"0,1018","0,594"
"0,272","1,65"
"0,1884","1,017"
"0,0908","0,5232"
"0,2104","0,8605"
"0,0939","0,5163"
"0,2655","1,5507"
"0,52","0,7765"
"0,208","1,515"
"0,125","0,0904"
"0,022","0,113"
"0,2448","0,113"
"0,306","0,1808"
"0,2338","0,0678"
"0,0369","0,0678"
"0,0812","0,2034"
"0,2344","0,0452"
"0,13","0,1356"
"0,0916","0,0452"
"0,2115","0,7215"
"0,0942","0,2796"
"0,2142","1,0272"
"0,222","0,3543"
"0,3272","0,579"
"0,286","0,7693"
"0,222","0,5525"
"0,1808","0,5995"
"0,1386","0,8533"
"0,2289","0,7938"
"0,1768","0,2886"
"0,212","0,7085"
"0,231","1,32"
"0,0634","0,9422"
"0,1305","0,0904"
"0,1575","0,113"
"0,1722","0,0904"
"0,2043","0,1582"
"0,158","0,2034"
"0,2056","0,1582"
"0,2205","0,226"
"0,0789","0,1582"
"0,345","0,0904"
"0,1356","0,0678"
"0,0499","0,5943"
"0,41","0,4795"
"0,427","0,5484"
"0,1764","0,3768"
"0,0284","0,5445"
"0,1985","0,7301"
"0,0464","0,0986"
"0,119","0,4188"
"0,0992","0,2288"
"0,1458","0,586"
"0,1254","0,1172"
"0,1971","0,8204"
"0,072","0,4304"
"0,097","1,012"
"0,2247","0,0452"
"0,0233","0,1808"
"0,1805","0,226"
"0,142","0,2034"
"0,069","0,0452"
"0,09","0,1356"
"0,2187","0,226"
"0,109","0,0452"
"0,315","0,0678"
"0,272","0,0904"
"0,0672","0,894"
"0,39","0,5936"
"0,2644","0,3184"
"0,22","0,3976"
"0,4416","0,7384"
"0,1017","0,7912"
"0,1128","0,9837"
"0,0976","0,1122"
"0,0944","0,3513"
"0,0233","0,8344"
"0,078","1,0728"
"0,1631","0,596"
"0,348","0,6366"
"0,2075","0,509"
"0,1752","0,0678"
"0,0968","0,0226"
"0,1232","0,1582"
"0,1865","0,0678"
"0,0891","0,2034"
"0,266","0,0226"
"0,1385","0,1582"
"0,1056","0,0452"
"0,2496","0,0678"
"0,244","0,0678"
"0,31","0,6462"
"0,2688","0,4308"
"0,0459","0,4044"
"0,459","0,1916"
"0,18","0,846"
"0,2216","0,507"
"0,2544","0,336"
"0,1095","0,596"
"0,108","1,0296"
"0,078","0,9152"
"0,2904","0,5275"
"0,1544","0,2068"
"0,2538","0,6648"
"0,1878","0,4384"
"0,3762","0,1808"
"0,1638","0,0904"
"0,1278","0,113"
"0,1962","0,0904"
"0,1869","0,0226"
"0,0936","0,226"
"0,0218","0,2034"
"0,2385","0,0678"
"0,2691","0,113"
"0,0402","0,1808"
"0,0425","0,7047"
"0,2984","0,1692"
"0,0792","0,5106"
"0,283","0,2691"
"0,2547","0,3332"
"0,2868","0,7497"
"0,1876","0,1514"
"0,2088","0,3408"
"0,1564","0,0905"
"0,121","0,1966"
"0,0255","0,3772"
"0,1944","0,3852"
"0,0246","0,3852"
"0,21","0,5292"
"0,1713","0,1582"
"0,0675","0,0226"
"0,232","0,226"
"0,1908","0,1582"
"0,2097","0,226"
"0,2421","0,1356"
"0,363","0,2034"
"0,413","0,2034"
"0,26","0,1356"
"0,379","0,1356"
"0,1692","0,3474"
"0,499","0,9648"
"0,432","0,735"
"0,352","0,5235"
"0,0332","0,4296"
"0,1851","0,6684"
"0,2135","1,097"
"0,2176","0,616"
"0,1914","1,0881"
"0,2373","0,577"
"0,2484","1,178"
"0,198","0,7164"
"0,1915","0,3405"
"0,479","0,3345"
"0,164","0,226"
"0,113","0,113"
"0,2367","0,113"
"0,254","0,0452"
"0,0259","0,1582"
"0,152","0,0678"
"0,2075","0,226"
"0,078","0,1582"
"0,1265","0,1808"
"0,0355","0,226"
"0,45","0,5284"
"0,3577","1,1934"
"0,5877","0,446"
"0,1875","0,4026"
"0,715","0,663"
"0,3012","0,9544"
"0,1032","0,576"
"0,254","0,4944"
"0,415","0,1285"
"0,2142","0,894"
"0,2997","1,3293"
"0,1041","0,707"
"0,1764","0,1435"
"0,1644","0,2906"
"0,3096","0,1582"
"0,0717","0,1808"
"0,3704","0,1808"
"0,057","0,0226"
"0,1298","0,0226"
"0,2871","0,113"
"0,2244","0,0904"
"0,1415","0,1356"
"0,2052","0,226"
"0,0257","0,0678"
"0,1674","1,0392"
"0,0537","1,16"
"0,1341","0,3378"
"0,738","0,2715"
"0,6093","0,4625"
"0,168","0,717"
"0,177","0,3696"
"0,2056","0,3849"
"0,226","0,9611"
"0,086","0,1373"
"0,1624","0,6655"
"0,0915","1,1979"
"0,2232","0,1331"
"0,2394","0,9086"
"0,318","0,0452"
"0,1452","0,1356"
"0,1944","0,0904"
"0,2776","0,0904"
"0,0642","0,2034"
"0,2286","0,113"
"0,1869","0,113"
"0,1144","0,0226"
"0,1221","0,1356"
"0,336","0,1356"
"0,0342","0,679"
"0,1784","0,1312"
"0,3066","1,1169"
"0,4696","0,1155"
"0,4683","0,19"
"0,411","0,3318"
"0,1041","1,0648"
"0,0564","0,5612"
"0,1491","1,1268"
"0,058","1,394"
"0,2304","1,446"
"0,0705","0,8796"
"0,1854","0,8496"
"0,1284","0,5664"
"0,1116","0,1582"
"0,0444","0,2034"
"0,0735","0,1808"
"0,0228","0,113"
"0,1866","0,0904"
"0,053","0,0452"
"0,318","0,1582"
"0,1554","0,226"
"0,0333","0,1808"
"0,3264","0,2034"
"0,128","0,1101"
"0,1824","0,4203"
"0,0512","0,548"
"0,252","0,1328"
"0,057","0,2055"
"0,2","0,3798"
"0,1056","0,0616"
"0,251","0,4312"
"0,0669","0,4134"
"0,0852","0,6354"
"0,0816","0,0686"
"0,2169","0,2744"
"0,2","0,3215"
"0,1764","0,643"
"0,0972","0,0452"
"0,0928","0,0904"
"0,14","0,1356"
"0,189","0,113"
"0,2511","0,2034"
"0,3304","0,1356"
"0,1944","0,0678"
"0,1476","0,1582"
"0,198","0,1356"
"0,3534","0,226"
"0,2103","0,2667"
"0,0617","0,42"
"0,1515","0,3016"
"0,0516","0,2895"
"0,333","0,9405"
"0,1584","1,138"
"0,2232","0,7032"
"0,0239","0,2344"
"0,26","0,7176"
"0,0822","0,1196"
"0,049","0,9568"
"0,161","0,598"
"0,188","0,8372"
"0,0654","0,608"
"0,0618","0,0678"
"0,2115","0,1582"
"0,1758","0,113"
"0,3222","0,1356"
"0,1896","0,1356"
"0,0243","0,1582"
"0,0238","0,1808"
"0,1904","0,0678"
"0,255","0,1582"
"0,116","0,1808"
"0,2569","0,4396"
"0,344","0,808"
"0,1588","0,078"
"0,6256","0,4432"
"0,4305","0,6447"
"0,0436","0,199"
"0,36","0,8432"
"0,1472","0,9693"
"0,273","0,462"
"0,128","0,8085"
"0,0466","0,1193"
"0,0771","0,8127"
"0,131","0,2322"
"0,161","0,2428"
"0,2583","0,113"
"0,1045","0,2034"
"0,2259","0,2034"
"0,2376","0,0226"
"0,319","0,0904"
"0,4249","0,0904"
"0,2637","0,0226"
"0,055","0,0678"
"0,268","0,0904"
"0,1006","0,1808"
"0,21","0,228"
"0,548","0,0827"
"0,2015","0,505"
"0,0867","0,1098"
"0,0897","0,1162"
"0,1002","0,2112"
"0,117","0,5615"
"0,0462","0,3534"
"0,1072","0,2356"
"0,2196","1,228"
"0,207","0,8596"
"0,1856","0,9824"
"0,0711","0,8596"
"0,0932","0,474"
"0,1228","0,0678"
"0,02","0,226"
"0,365","0,113"
"0,215","0,1582"
"0,3162","0,1808"
"0,172","0,0904"
"0,28","0,0226"
"0,232","0,1582"
"0,1519","0,1808"
"0,3288","0,0678"
"0,1842","1,48"
"0,216","0,5212"
"0,3066","1,245"
"0,406","1,0038"
"0,447","0,2892"
"0,2036","0,1419"
"0,128","0,4779"
"0,1482","1,1543"
"0,1026","1,628"
"0,273","1,3024"
"0,061","0,9804"
"0,2072","1,4445"
"0,2233","0,1645"
"0,1092","0,6208"
"0,1137","0,0452"
"0,0456","0,0226"
"0,0352","0,0904"
"0,0778","0,1582"
"0,2032","0,0226"
"0,2065","0,0678"
"0,255","0,0904"
"0,1518","0,1582"
"0,2601","0,2034"
"0,0283","0,0678"
"0,2884","0,6804"
"0,4428","0,679"
"0,3474","0,5766"
"0,3856","0,736"
"0,342","0,3456"
"0,0489","0,8376"
"0,0331","0,8792"
"0,0542","0,2304"
"0,0306","0,235"
"0,293","0,2214"
"0,3294","1,156"
"0,3024","1,0395"
"0,158","1,175"
"0,135","0,8127"
"0,4104","0,0452"
"0,0888","0,113"
"0,1668","0,1582"
"0,2655","0,1808"
"0,288","0,113"
"0,0576","0,226"
"0,291","0,2034"
"0,366","0,1356"
"0,2205","0,226"
"0,0362","0,113"
"0,2784","0,2154"
"0,1263","0,1965"
"0,3546","0,603"
"0,3304","0,4683"
"0,426","0,5823"
"0,0664","0,0677"
"0,199","0,6336"
"0,2261","0,748"
"0,2268","0,7533"
"0,0741","0,2364"
"0,2925","0,4728"
"0,0263","0,1616"
"0,069","0,5148"
"0,1212","0,1716"
"0,0915","0,0452"
"0,113","0,226"
"0,262","0,113"
"0,1368","0,0452"
"0,1038","0,0226"
"0,087","0,1808"
"0,0225","0,0678"
"0,0225","0,2034"
"0,225","0,0226"
"0,2282","0,0904"
"0,05","0,0665"
"0,5082","0,1278"
"0,3704","0,3555"
"0,288","0,808"
"0,1176","0,3556"
"0,1932","0,8037"
"0,2736","0,1828"
"0,0888","0,5802"
"0,0711","0,3868"
"0,1638","0,776"
"0,0298","0,0928"
"0,3699","0,7695"
"0,1675","0,0875"
"0,2728","0,886"
"0,0843","0,226"
"0,0708","0,0678"
"0,1456","0,1808"
"0,2529","0,226"
"0,0548","0,2034"
"0,122","0,0452"
"0,0696","0,226"
"0,161","0,0678"
"0,1566","0,0904"
"0,4368","0,113"
"0,1062","0,3056"
"0,2364","0,7182"
"0,0351","0,1596"
"0,0686","0,174"
"0,343","0,738"
"0,0434","0,837"
"0,03","0,882"
"0,025","0,5442"
"0,0349","0,4065"
"0,2202","0,1668"
"0,0976","0,6867"
"0,0506","0,48"
"0,18","0,881"
"0,3003","0,6456"
"0,32","0,1356"
"0,229","0,226"
"0,1398","0,0452"
"0,0444","0,226"
"0,2277","0,0678"
"0,255","0,0452"
"0,1495","0,1808"
"0,2709","0,0226"
"0,1348","0,226"
"0,1012","0,1808"
"0,1293","0,2391"
"0,42","0,733"
"0,371","0,3052"
"0,2165","0,2316"
"0,3186","0,2382"
"0,405","0,632"
"0,2988","0,806"
"0,0734","0,5232"
"0,188","0,5496"
"0,0814","0,4195"
"0,0632","0,3356"
"0,0981","0,0841"
"0,0765","0,0841"
"0,0383","0,5348"
"0,3052","0,2034"
"0,1296","0,2034"
"0,0825","0,1808"
"0,0849","0,0678"
"0,1776","0,0678"
"0,092","0,1582"
"0,225","0,1582"
"0,0224","0,226"
"0,38","0,1808"
"0,254","0,0452"
"0,4736","0,355"
"0,2312","0,6696"
"0,3205","0,2118"
"0,183","0,1722"
"0,333","0,8226"
"0,2928","0,449"
"0,28","0,8088"
"0,0476","0,6336"
"0,2115","0,3228"
"0,055","0,4224"
"0,1072","0,2112"
"0,0663","0,8448"
"0,1984","0,4132"
"0,09","0,6198"
"0,0714","0,0452"
"0,2061","0,1808"
"0,0914","0,2034"
"0,4096","0,113"
"0,0686","0,0452"
"0,0326","0,0678"
"0,294","0,113"
"0,065","0,0226"
"0,258","0,0452"
"0,0622","0,1808"
"0,235","0,6852"
"0,0496","0,1076"
"0,178","0,1093"
"0,0612","0,7696"
"0,3792","0,6156"
"0,225","0,6948"
"0,0527","0,1092"
"0,177","1,205"
"0,2034","0,2722"
"0,2056","1,2069"
"0,2313","1,313"
"0,1842","0,3939"
"0,1375","0,2518"
"0,0338","0,3837"
"0,0236","0,1808"
"0,0472","0,0452"
"0,22","0,0678"
"0,0534","0,0226"
"0,1827","0,0678"
"0,12","0,0904"
"0,2637","0,226"
"0,152","0,2034"
"0,1392","0,0452"
"0,3285","0,1582"
"0,2368","0,6936"
"0,2205","0,2386"
"0,3367","0,191"
"0,4194","0,833"
"0,3825","0,9"
"0,3321","0,4496"
"0,272","0,8968"
"0,322","0,1185"
"0,1385","0,3531"
"0,1244","1,0332"
"0,1615","1,0593"
"0,2488","0,12"
"0,0315","0,2442"
"0,1216","1,03"
"0,5742","0,2034"
"0,228","0,0452"
"0,0458","0,0452"
"0,1048","0,0904"
"0,154","0,1582"
"0,227","0,1808"
"0,1876","0,2034"
"0,2096","0,0226"
"0,16","0,1356"
"0,2652","0,0226"
"0,3618","0,3353"
"0,4329","0,3339"
"0,2373","0,1062"
"0,2448","0,287"
"0,2316","0,577"
"0,106","0,1242"
"0,1722","0,0601"
"0,0261","0,455"
"0,1928","0,67"
"0,1816","0,1878"
"0,1465","0,129"
"0,1841","0,0645"
"0,1864","0,069"
"0,0257","0,4536"
"0,3184","0,226"
"0,1926","0,1808"
"0,1673","0,0904"
"0,1362","0,0904"
"0,0904","0,226"
"0,1855","0,1808"
"0,0494","0,0226"
"0,1314","0,113"
"0,0666","0,2034"
"0,03","0,2034"
"0,4671","0,3408"
"0,3654","0,101"
"0,1392","0,707"
"0,1046","0,5463"
"0,3408","0,4109"
"0,407","0,4277"
"0,108","0,0657"
"0,2925","0,2148"
"0,272","0,158"
"0,0492","0,4095"
"0,0403","0,2888"
"0,16","0,1486"
"0,1344","0,672"
"0,0654","0,336"
"0,12","0,0452"
"0,238","0,113"
"0,1446","0,0678"
"0,2448","0,0452"
"0,1345","0,0226"
"0,0933","0,113"
"0,1603","0,0226"
"0,1582","0,0678"
"0,2538","0,1808"
"0,2192","0,0226"
"0,1101","0,7008"
"0,3776","0,6992"
"0,0898","0,0828"
"0,237","0,729"
"0,542","0,576"
"0,364","0,6517"
"0,1268","0,7232"
"0,1074","0,6405"
"0,1812","0,2937"
"0,0294","0,5874"
"0,2792","0,6012"
"0,0684","0,523"
"0,1456","0,894"
"0,1404","0,447"
"0,034","0,1582"
"0,1989","0,1356"
"0,0908","0,1356"
"0,2464","0,0452"
"0,096","0,0904"
"0,265","0,0678"
"0,2565","0,0678"
"0,2096","0,1582"
"0,1092","0,0678"
"0,356","0,0904"
"0,0884","0,396"
"0,343","0,258"
"0,155","0,2454"
"0,0321","0,4356"
"0,136","0,505"
"0,168","0,1138"
"0,2124","0,1924"
"0,2466","0,092"
"0,2616","0,46"
"0,165","0,1098"
"0,1928","0,3843"
"0,0708","0,0569"
"0,1554","0,1138"
"0,134","0,3626"
"0,2016","0,1356"
"0,0693","0,0678"
"0,1338","0,1582"
"0,208","0,0678"
"0,0753","0,113"
"0,2112","0,0904"
"0,2499","0,1808"
"0,1872","0,113"
"0,1896","0,0452"
"0,0614","0,0226"
"0,219","0,3396"
"0,4068","0,1383"
"0,206","0,3176"
"0,4212","0,3624"
"0,09","0,4941"
"0,1725","0,3969"
"0,0409","0,3969"
"0,1008","0,254"
"0,041","0,0676"
"0,0245","0,4176"
"0,318","0,2508"
"0,157","0,0606"
"0,05","0,393"
"0,2223","0,1352"
"0,0456","0,113"
"0,1953","0,113"
"0,126","0,113"
"0,186","0,0904"
"0,3852","0,0226"
"0,1813","0,0904"
"0,0936","0,0226"
"0,2424","0,226"
"0,049","0,226"
"0,312","0,2034"
"0,3339","0,1046"
"0,1488","0,1101"
"0,1905","0,6552"
"0,3276","0,6444"
"0,291","0,976"
"0,0956","0,2192"
"0,2177","1,196"
"0,1494","0,9744"
"0,0928","1,267"
"0,0287","0,8561"
"0,0608","1,193"
"0,238","0,6085"
"0,2304","1,0953"
"0,152","0,7756"
"0,2863","0,1808"
"0,0236","0,1582"
"0,1704","0,0226"
"0,186","0,226"
"0,1372","0,1808"
"0,0861","0,0452"
"0,1255","0,1582"
"0,3627","0,0904"
"0,0506","0,2034"
"0,1825","0,0452"
"0,1042","0,3921"
"0,1875","0,2586"
"0,535","1,0504"
"0,3088","0,1942"
"0,0761","0,5412"
"0,3654","0,9448"
"0,3536","0,651"
"0,2028","0,846"
"0,0717","0,2978"
"0,1652","0,151"
"0,1876","0,1488"
"0,1434","0,5952"
"0,1554","1,3779"
"0,1566","0,4206"
"0,5022","0,0678"
"0,1332","0,226"
"0,2024","0,2034"
"0,192","0,1808"
"0,1992","0,113"
"0,1296","0,0226"
"0,0277","0,226"
"0,0646","0,226"
"0,0692","0,1808"
"0,2472","0,226"
"0,225","0,264"
"0,1745","0,6048"
"0,0453","0,4992"
"0,1023","0,338"
"0,2512","0,3672"
"0,2608","0,174"
"0,1736","0,1786"
"0,119","0,1014"
"0,0904","0,1035"
"0,0786","0,0981"
"0,3267","0,7424"
"0,2568","0,8352"
"0,1014","0,7688"
"0,327","0,5334"
"0,182","0,1356"
"0,0992","0,2034"
"0,15","0,0678"
"0,2475","0,113"
"0,0762","0,0678"
"0,0352","0,2034"
"0,2872","0,2034"
"0,1295","0,113"
"0,2534","0,2034"
